Run Date,Strategy,company,ticker,maxProfit,breakeven,nextEPSDate,releaseTime,confirmDate,expDate,lastTrade,avgEPSMove,maxReturn,maxRisk,epsImpact,longStrike,shortBid,shortStrike,longAsk,maxLoss,ewRating,totRatings,netRatings,Strike_Hit,Hit_Date,Max_Favorable,Min_Unfavorable,Day0_Check,Day1_Check,Day2_Check,Day3_Check,Day4_Check,Day5_Check,Exp_Result,Risk_Reward,Peak_Profit_Date,Hit_RSI,Hit_SMA20,Hit_SMA50,Hit_EMA9,Hit_EMA21,Hit_VWAP,Hit_RVOL,Hit_ATR,Hit_PriceVsSMA20,Hit_PriceVsVWAP,GF_Name,GF_Price,GF_ChangePct,GF_High,GF_Low,GF_High52,GF_Low52,GF_Volume,GF_AvgVol10,GF_MktCap,GF_PE,GF_Beta,HV_30D,RVOL_10,Ret_5D,Ret_20D,GapPct,Days_To_Exp,Success_Score,Historical_High,Historical_Low,Ever_Hit_Strike,First_Hit_Date,Last_Update,Total_Hit_Days
2025-08-15 16:44:03,Bull Spreads,"CrowdStrike, Inc.",CRWD,18.4,436.6,2025-08-27 0:00:00,3,2025-08-05 16:10:56,2025-08-29 0:00:00,424.86,0.0704,0.0433,0.0331,0.0535,422.5,10.15,455,24.25,14.1,-0.08,5,-3,,,,,,,,,,,,,,,,,,,,,,,,Crowdstrike Holdings Inc,420.55,1.57,423.99,412.55,517.98,242.25,2202292,2525352,104821285412,,1.13,27.84560642,0.8720732793,-1.717691049,-10.12352539,1.337349398,6,52,420.55,420.55,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Hormel Foods Corp.,HRL,1.05,28.95,2025-08-28 0:00:00,1,2025-08-05 7:28:08,2025-08-29 0:00:00,28.3,0.056,0.0371,0.0335,0.0539,28,0.15,30,1.1,0.95,1.82,5,1,,,,,,,,,,,,,,,,,,,,,,,,Hormel Foods Corp,29.25,1.18,29.35,28.99,33.8,27.59,2258824,2436004,16084414125,21.51,0.31,19.58099181,0.9272661293,2.703651685,0.0341997264,0.7578367206,6,72,29.25,29.25,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"UiPath, Inc.",PATH,0.93,11.07,2025-09-04 0:00:00,3,2025-08-07 16:39:24,2025-09-05 0:00:00,10.73,0.1108,0.0866,0.0531,,10.5,0.31,12,0.88,0.57,4.26,5,5,,,,,,,,,,,,,,,,,,,,,,,,UiPath Inc,11.17,2.62,11.24,10.88,15.93,9.38,10224373,10109430,5976383436,,1.03,31.98955873,1.011369879,1.916058394,-8.29228243,2.1023766,13,86.11369879,11.17,11.17,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Credo Technology Group Holding Ltd,CRDO,19.9,125.1,2025-09-03 0:00:00,3,2025-08-13 9:17:53,2025-09-19 0:00:00,117.33,0.1987,0.1696,0.086,,115,5.7,145,15.8,10.1,4.65,6,6,,,,,,,,,,,,,,,,,,,,,,,,Credo Technology Group Holding Ltd,114.04,2.87,116.35,105.86,128.56,24.08,4815231,2358157,19574031029,395.9,2.59,66.88631831,2.041946741,-2.312831934,12.66548113,6.192382903,27,80,114.04,114.04,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Pure Storage, Inc.",PSTG,9.8,60.2,2025-08-27 0:00:00,3,2025-08-06 16:26:42,2025-09-19 0:00:00,57.85,0.1346,0.1694,0.0898,0.1392,55,0.9,70,6.1,5.2,3.51,6,6,,,,,,,,,,,,,,,,,,,,,,,,Pure Storage Inc,58.33,4.67,58.37,55.47,73.67,34.51,1726156,1487749,19064087826,157.48,1.07,43.49381436,1.160246789,-0.4947117025,1.284945303,4.796981674,27,91.60246789,58.33,58.33,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Amer Sports, Inc. ",AS,6.05,38.95,2025-08-19 0:00:00,1,2025-07-14 16:21:01,2025-09-19 0:00:00,37.92,0.0818,0.1595,0.1041,0.1523,35,0.75,45,4.7,3.95,4.66,10,8,,,,,,,,,,,,,,,,,,,,,,,,Amer Sports Inc,41.48,11.54,41.56,37.81,41.56,13.16,9374490,4057265,22964617774,100.42,,52.21501688,2.310544172,7.155773702,10.14338821,9.157894737,27,100,41.48,41.48,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Domo, Inc.",DOMO,2,15,2025-08-28 0:00:00,3,2025-08-11 16:22:55,2025-09-19 0:00:00,14.14,0.1335,0.1414,0.0707,0.1485,14,0.5,17,1.5,1,3.74,6,4,,,,,,,,,,,,,,,,,,,,,,,,Domo Inc,14.15,4.51,14.35,13.31,16.95,6.01,517498,998293,569326083,,1.88,62.33148212,0.5183828796,0.2124645892,-11.34085213,4.814814815,27,90,14.15,14.15,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,MINISO Group Holding Limited,MNSO,2.75,19.75,2025-08-21 0:00:00,1,2025-08-14 12:26:01,2025-09-19 0:00:00,19.52,0.0696,0.1408,0.1152,0.1191,17.5,0.4,22.5,2.65,2.25,1.85,6,0,,,,,,,,,,,,,,,,,,,,,,,,MINISO Group Holding Ltd - ADR,26.63,20.17,26.74,24.3,27.71,12.51,6841104,387077,7462820257,24.09,0.12,66.69822862,17.67375483,34.97212367,38.91497131,9.273697169,27,80,26.63,26.63,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Full Truck Alliance Co. Ltd.,YMM,1.45,11.05,2025-08-21 0:00:00,1,2025-08-07 7:17:39,2025-09-19 0:00:00,10.77,0.066,0.1346,0.0974,0.137,10,0.15,12.5,1.2,1.05,0.06,7,-3,,,,,,,,,,,,,,,,,,,,,,,,Full Truck Alliance Co Ltd - ADR,12.73,5.03,13.13,12.11,13.85,6.85,28819347,6915424,13314230141,22.84,0.2,54.5100026,4.167401305,15.0994575,11.3735783,3.83360522,27,80,12.73,12.73,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Semtech Corp.,SMTC,6.4,53.6,2025-08-25 0:00:00,3,2025-08-11 16:31:31,2025-09-19 0:00:00,50.52,0.1059,0.1266,0.0712,0.1712,50,1.7,60,5.3,3.6,3.03,6,4,,,,,,,,,,,,,,,,,,,,,,,,Semtech Corp,51.09,3.44,52.45,49.04,79.52,24.06,2428230,1636946,4426212000,,1.94,48.59785457,1.483390411,2.528597231,-3.730921425,3.421052632,27,94.83390411,51.09,51.09,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,GDS Holdings Ltd,GDS,3.65,33.35,2025-08-20 0:00:00,1,2025-08-06 6:03:54,2025-09-19 0:00:00,31.84,0.1493,0.1146,0.0738,0.1241,31,1.65,37,4,2.35,6.45,10,10,,,,,,,,,,,,,,,,,,,,,,,,GDS Holdings Ltd - ADR,33.51,4.72,34.59,31.73,52.5,15.88,3169030,2582114,6086963000,9.91,0.33,59.98818022,1.227300576,6.685768863,-8.890701468,4.555382215,27,92.27300576,33.51,33.51,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Kingsoft Cloud Holdings Limited,KC,1.5,13.5,2025-08-20 0:00:00,1,2025-08-07 7:15:56,2025-09-19 0:00:00,13.26,0.0744,0.1131,0.0754,0.2583,12.5,0.9,15,1.9,1,1.11,7,-3,,,,,,,,,,,,,,,,,,,,,,,,Kingsoft Cloud Holdings Ltd,14.82,9.21,14.98,13.84,22.26,2.02,3379984,917408,4143458506,,2.1,86.09037688,3.684275698,9.13107511,-6.202531646,6.695464363,27,100,14.82,14.82,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Brown-Forman Corporation,BF.B,3.4,31.6,2025-08-28 0:00:00,1,2025-08-04 0:00:00,2025-09-19 0:00:00,30.18,0.0887,0.1126,0.053,0.0787,30,0.25,35,1.85,1.6,1.33,6,-2,,,,,,,,,,,,,,,,,,,,,,,,Brown-Forman Corp Class B,31.26,2.69,31.27,30.57,49.89,25.53,2849361,2526900,14807755824,17.01,0.53,34.48239833,1.127611302,2.727571476,0.9689922481,2.190258254,27,91.27611302,31.26,31.26,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Build-A-Bear Workshop Inc,BBW,6.1,58.9,2025-08-28 0:00:00,1,2025-08-14 16:07:29,2025-09-19 0:00:00,55.71,0.1506,0.1094,0.07,0.1216,55,1,65,4.9,3.9,6.28,9,9,,,,,,,,,,,,,,,,,,,,,,,,"Build-A-Bear Workshop, Inc",56.59,3.81,57.91,54.57,59.78,27.44,318211,212160,747474110,13.59,0.72,47.51095251,1.499863311,1.78057554,10.22594468,2.890909091,27,94.99863311,56.59,56.59,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Opera Limited,OPRA,1.5,16,2025-08-19 0:00:00,1,2025-08-05 16:24:23,2025-09-19 0:00:00,15.4,0.0708,0.0974,0.0649,0.2078,15,0.5,17.5,1.5,1,1.42,6,0,,,,,,,,,,,,,,,,,,,,,,,,Opera Ltd,16.04,0,16.58,16,22.5,12.83,765330,417581,1435792932,20.19,1,43.09764496,1.832770169,-1.715686275,-6.744186047,0,27,98.32770169,16.04,16.04,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"PagerDuty, Inc.",PD,1.45,16.05,2025-09-03 0:00:00,3,2025-08-14 16:08:13,2025-09-19 0:00:00,15.48,0.073,0.0936,0.0678,,15,0.5,17.5,1.55,1.05,1.55,3,1,,,,,,,,,,,,,,,,,,,,,,,,Pagerduty Inc,16.72,5.86,16.76,15.85,21.98,13.7,2762199,1918582,1541148715,,0.89,44.422254,1.439708597,6.024096386,6.361323155,4.827586207,27,94.39708597,16.72,16.72,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"HealthEquity, Inc.",HQY,8.1,91.9,2025-09-02 0:00:00,3,2025-08-06 9:29:21,2025-09-19 0:00:00,87.43,0.07,0.0926,0.0789,,85,0.8,100,7.7,6.9,4.84,7,7,,,,,,,,,,,,,,,,,,,,,,,,Healthequity Inc,89.82,-1.36,92.63,89.4,116.65,73.84,1284444,607162,7767215012,65.38,0.54,33.34065959,2.115488123,-0.07787295583,-6.476468138,-1.836065574,27,100,89.82,89.82,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Nutanix, Inc.",NTNX,6.2,71.3,2025-08-27 0:00:00,3,2025-08-07 16:30:59,2025-09-19 0:00:00,68.61,0.1207,0.0903,0.0553,0.094,67.5,1.8,77.5,5.6,3.8,3.87,7,3,,,,,,,,,,,,,,,,,,,,,,,,Nutanix Inc,68.79,1.25,69,67.3,83.36,52.18,2798601,3383421,18441050000,8785.44,0.71,32.09008518,0.8271512768,0.1601630751,-7.899317178,1.072583015,27,90,68.79,68.79,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Veeva Systems Inc.,VEEV,24.8,285.2,2025-08-27 0:00:00,3,2025-08-06 20:09:17,2025-09-19 0:00:00,274.98,0.0919,0.0901,0.0552,0.0762,270,3.1,310,18.3,15.2,8.07,11,11,,,,,,,,,,,,,,,,,,,,,,,,Veeva Systems Inc,290.86,3.08,291.26,280.97,296.72,196.1,961496,780799,47530070098,61.7,0.95,21.9311331,1.231425757,3.652756495,0.1549533418,2.952003398,27,92.31425757,290.86,290.86,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Rubrik, Inc.",RBRK,7.3,87.7,2025-09-09 0:00:00,3,2025-08-13 8:28:48,2025-09-19 0:00:00,84.45,0.1186,0.0864,0.0615,,82.5,4.3,95,9.5,5.2,2.42,3,3,,,,,,,,,,,,,,,,,,,,,,,,Rubrik Inc,88.77,4.1,88.8,84.91,103,29.18,2208049,2000964,17176399591,,,50.6515398,1.103492617,3.425375743,4.435294118,4.14124824,27,91.03492617,88.77,88.77,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Victoria's Secret & Co.,VSCO,1.55,23.45,2025-08-28 0:00:00,1,2025-08-07 7:15:17,2025-09-19 0:00:00,22.42,0.1085,0.0691,0.0646,0.1282,22,1.25,25,2.7,1.45,-0.68,7,-5,,,,,,,,,,,,,,,,,,,,,,,,Victoria's Secret & Co,22.15,3.75,22.62,21.58,48.73,13.76,3414068,2603682,1768732401,12.24,2.26,58.2386426,1.311246151,-0.8504923903,3.119180633,2.641334569,27,93.11246151,22.15,22.15,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Fabrinet,FN,22,338,2025-08-18 0:00:00,3,2025-07-28 16:48:35,2025-09-19 0:00:00,322.08,0.1073,0.0683,0.0558,0.0866,320,10.5,360,28.5,18,1.26,8,2,,,,,,,,,,,,,,,,,,,,,,,,Fabrinet,294.35,6.39,295.61,275.22,356.55,148.55,1291319,574236,10517002091,32.1,1.02,57.39131708,2.248760092,-10.74893875,-4.707177312,5.991862014,27,80,294.35,294.35,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Ciena Corporation,CIEN,5.7,94.3,2025-09-04 0:00:00,1,2025-08-06 13:22:09,2025-09-19 0:00:00,91.42,0.0782,0.0623,0.047,,90,2.9,100,7.2,4.3,1.55,8,0,,,,,,,,,,,,,,,,,,,,,,,,Ciena Corp,89.81,2.83,90.45,87.25,101.44,49.21,1971325,1409338,12696187886,125.09,1.11,36.39376906,1.398759559,-1.166501596,1.365688488,2.593100297,27,73.98759559,89.81,89.81,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Keysight Technologies, Inc.",KEYS,10.2,169.8,2025-08-19 0:00:00,3,2025-07-29 8:11:06,2025-09-19 0:00:00,164.48,0.0747,0.062,0.0595,0.0672,160,1.9,180,11.7,9.8,1.64,6,2,,,,,,,,,,,,,,,,,,,,,,,,Keysight Technologies Inc,166.87,3.88,167.99,161.16,186.2,121.43,1035087,744740,28668248474,53.12,1.11,28.71880411,1.389863577,2.123623011,0.2523280264,2.898193254,27,93.89863577,166.87,166.87,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,J.M. Smucker Co.,SJM,6.5,113.5,2025-08-27 0:00:00,1,2025-08-06 9:29:45,2025-09-19 0:00:00,111.44,0.0548,0.0583,0.0314,0.0682,110,0.8,120,4.3,3.5,2.7,7,1,,,,,,,,,,,,,,,,,,,,,,,,J M Smucker Co,113.2,0.23,114.74,113.15,125.42,93.3,2387303,1234548,12076583194,,0.31,22.99082675,1.933746602,2.202961358,3.83415887,-0.1851688564,27,99.33746602,113.2,113.2,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Five Below, Inc.",FIVE,7.8,137.2,2025-08-27 0:00:00,3,2025-08-13 16:34:56,2025-09-19 0:00:00,134.36,0.0727,0.058,0.0535,0.0945,130,4.9,145,12.1,7.2,5.7,9,9,,,,,,,,,,,,,,,,,,,,,,,,Five Below Inc,141.81,0.02,144.68,139.75,144.68,52.38,1182020,987618,7807774845,29.71,1.06,33.1878927,1.196839264,5.021106421,2.264368645,0.08469193309,27,91.96839264,141.81,141.81,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"BJ's Wholesale Club, Inc.",BJ,5.2,104.8,2025-08-22 0:00:00,1,2025-07-21 6:51:04,2025-09-19 0:00:00,102.86,0.0688,0.0505,0.0466,0.0642,100,2.3,110,7.1,4.8,1.17,5,1,,,,,,,,,,,,,,,,,,,,,,,,BJ's Wholesale Club Holdings Inc,97.11,-8.55,101.89,96.62,121.1,76.33,9143690,1981210,12823433846,22.3,0.43,35.03315432,4.61520485,-5.937621077,-6.804222649,-1.511156187,27,80,97.11,97.11,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Trip.com Group Limited,TCOM,3,62,2025-08-27 0:00:00,3,2025-08-15 8:15:48,2025-09-19 0:00:00,60.31,0.0609,0.0497,0.0331,,60,1.2,65,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,Trip.com Group Ltd,64.92,2.04,64.95,63.72,77.18,41.86,2899649,4234296,44265824099,18.92,0.06,32.83433386,0.6848007319,4.088504089,0.7605152879,1.105746768,27,90,64.92,64.92,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Viking Holdings Ltd,VIK,2.85,62.15,2025-08-19 0:00:00,1,2025-08-05 16:26:01,2025-09-19 0:00:00,60.02,0.0469,0.0474,0.0358,0.1158,60,1.15,65,3.3,2.15,1.15,8,0,,,,,,,,,,,,,,,,,,,,,,,,Viking Holdings Ltd,60.39,3.69,60.45,58.18,60.97,30.75,4190128,3251843,26777994632,32.9,,22.88685508,1.288539453,-0.5434782609,3.513884128,2.634262407,27,92.88539453,60.39,60.39,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Flex LNG Ltd.,FLNG,1.1,25.9,2025-08-20 0:00:00,1,2025-08-14 12:25:01,2025-09-19 0:00:00,25.23,0.0348,0.0435,0.0356,0.0426,25,0.1,27,1,0.9,1.56,7,-3,,,,,,,,,,,,,,,,,,,,,,,,FLEX LNG Ltd,26.79,0.71,26.95,26.51,27.77,19.46,471659,239617,,,0.37,29.74776839,1.968387051,6.946107784,15.77355229,0.1495327103,27,99.68387051,26.79,26.79,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Credo Technology Group Holding Ltd,CRDO,19.9,125.1,2025-09-03 0:00:00,3,2025-08-13 9:17:53,2025-09-19 0:00:00,117.33,0.1987,0.1696,0.086,,115,5.7,145,15.8,10.1,4.65,6,6,,,,,,,,,,,,,,,,,,,,,,,,Credo Technology Group Holding Ltd,114.04,2.87,116.35,105.86,128.56,24.08,4815231,2358157,19574031029,395.9,2.59,66.88631831,2.041946741,-2.312831934,12.66548113,6.192382903,27,80,114.04,114.04,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Pure Storage, Inc.",PSTG,9.8,60.2,2025-08-27 0:00:00,3,2025-08-06 16:26:42,2025-09-19 0:00:00,57.85,0.1346,0.1694,0.0898,0.1392,55,0.9,70,6.1,5.2,3.51,6,6,,,,,,,,,,,,,,,,,,,,,,,,Pure Storage Inc,58.33,4.67,58.37,55.47,73.67,34.51,1726156,1487749,19064087826,157.48,1.07,43.49381436,1.160246789,-0.4947117025,1.284945303,4.796981674,27,91.60246789,58.33,58.33,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Amer Sports, Inc. ",AS,6.05,38.95,2025-08-19 0:00:00,1,2025-07-14 16:21:01,2025-09-19 0:00:00,37.92,0.0818,0.1595,0.1041,0.1523,35,0.75,45,4.7,3.95,4.66,10,8,,,,,,,,,,,,,,,,,,,,,,,,Amer Sports Inc,41.48,11.54,41.56,37.81,41.56,13.16,9374490,4057265,22964617774,100.42,,52.21501688,2.310544172,7.155773702,10.14338821,9.157894737,27,100,41.48,41.48,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Domo, Inc.",DOMO,2,15,2025-08-28 0:00:00,3,2025-08-11 16:22:55,2025-09-19 0:00:00,14.14,0.1335,0.1414,0.0707,0.1485,14,0.5,17,1.5,1,3.74,6,4,,,,,,,,,,,,,,,,,,,,,,,,Domo Inc,14.15,4.51,14.35,13.31,16.95,6.01,517498,998293,569326083,,1.88,62.33148212,0.5183828796,0.2124645892,-11.34085213,4.814814815,27,90,14.15,14.15,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,MINISO Group Holding Limited,MNSO,2.75,19.75,2025-08-21 0:00:00,1,2025-08-14 12:26:01,2025-09-19 0:00:00,19.52,0.0696,0.1408,0.1152,0.1191,17.5,0.4,22.5,2.65,2.25,1.85,6,0,,,,,,,,,,,,,,,,,,,,,,,,MINISO Group Holding Ltd - ADR,26.63,20.17,26.74,24.3,27.71,12.51,6841104,387077,7462820257,24.09,0.12,66.69822862,17.67375483,34.97212367,38.91497131,9.273697169,27,80,26.63,26.63,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Full Truck Alliance Co. Ltd.,YMM,1.45,11.05,2025-08-21 0:00:00,1,2025-08-07 7:17:39,2025-09-19 0:00:00,10.77,0.066,0.1346,0.0974,0.137,10,0.15,12.5,1.2,1.05,0.06,7,-3,,,,,,,,,,,,,,,,,,,,,,,,Full Truck Alliance Co Ltd - ADR,12.73,5.03,13.13,12.11,13.85,6.85,28819347,6915424,13314230141,22.84,0.2,54.5100026,4.167401305,15.0994575,11.3735783,3.83360522,27,80,12.73,12.73,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Gap, Inc.",GAP,2.69,21.81,2025-08-28 0:00:00,3,2025-08-07 16:29:29,2025-08-29 0:00:00,20.88,0.1506,0.1288,0.0627,0.0773,20.5,0.27,24.5,1.58,1.31,2.4,8,0,,,,,,,,,,,,,,,,,,,,,,,,Gap Inc,21.42,1.11,21.63,20.65,29.29,16.99,11285194,6860762,7991084458,9.35,2.16,36.06591557,1.644889299,3.528274529,3.678606002,2.832453193,6,78.44889299,21.42,21.42,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Semtech Corp.,SMTC,6.4,53.6,2025-08-25 0:00:00,3,2025-08-11 16:31:31,2025-09-19 0:00:00,50.52,0.1059,0.1266,0.0712,0.1712,50,1.7,60,5.3,3.6,3.03,6,4,,,,,,,,,,,,,,,,,,,,,,,,Semtech Corp,51.09,3.44,52.45,49.04,79.52,24.06,2428230,1636946,4426212000,,1.94,48.59785457,1.483390411,2.528597231,-3.730921425,3.421052632,27,94.83390411,51.09,51.09,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,GDS Holdings Ltd,GDS,3.65,33.35,2025-08-20 0:00:00,1,2025-08-06 6:03:54,2025-09-19 0:00:00,31.84,0.1493,0.1146,0.0738,0.1241,31,1.65,37,4,2.35,6.45,10,10,,,,,,,,,,,,,,,,,,,,,,,,GDS Holdings Ltd - ADR,33.51,4.72,34.59,31.73,52.5,15.88,3169030,2582114,6086963000,9.91,0.33,59.98818022,1.227300576,6.685768863,-8.890701468,4.555382215,27,92.27300576,33.51,33.51,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Snowflake,SNOW,22.2,202.8,2025-08-27 0:00:00,3,2025-08-04 9:21:57,2025-08-29 0:00:00,194.9,0.1481,0.1139,0.0528,0.0708,192.5,3.25,225,13.55,10.3,4.88,9,5,,,,,,,,,,,,,,,,,,,,,,,,Snowflake Inc,196.81,1.08,199.91,191.24,229.27,107.13,3107867,5214015,65667230165,,1.22,39.64205553,0.5960602338,-1.140245128,-10.34121452,0.8454601353,6,72,196.81,196.81,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Kingsoft Cloud Holdings Limited,KC,1.5,13.5,2025-08-20 0:00:00,1,2025-08-07 7:15:56,2025-09-19 0:00:00,13.26,0.0744,0.1131,0.0754,0.2583,12.5,0.9,15,1.9,1,1.11,7,-3,,,,,,,,,,,,,,,,,,,,,,,,Kingsoft Cloud Holdings Ltd,14.82,9.21,14.98,13.84,22.26,2.02,3379984,917408,4143458506,,2.1,86.09037688,3.684275698,9.13107511,-6.202531646,6.695464363,27,100,14.82,14.82,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Brown-Forman Corporation,BF.B,3.4,31.6,2025-08-28 0:00:00,1,2025-08-04 0:00:00,2025-09-19 0:00:00,30.18,0.0887,0.1126,0.053,0.0787,30,0.25,35,1.85,1.6,1.33,6,-2,,,,,,,,,,,,,,,,,,,,,,,,Brown-Forman Corp Class B,31.26,2.69,31.27,30.57,49.89,25.53,2849361,2526900,14807755824,17.01,0.53,34.48239833,1.127611302,2.727571476,0.9689922481,2.190258254,27,91.27611302,31.26,31.26,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Kohl's Corporation,KSS,1.61,14.89,2025-08-27 0:00:00,1,2025-08-04 0:00:00,2025-08-29 0:00:00,14.46,0.1194,0.1113,0.0615,0.1207,14,0.84,16.5,1.73,0.89,0.87,7,-1,,,,,,,,,,,,,,,,,,,,,,,,Kohls Corp,13.89,4.28,14.25,13.31,21.39,6.04,6864149,7354465,1556257862,12.87,1.73,127.856869,0.9333308405,0.871459695,8.600469116,3.734129948,6,52,13.89,13.89,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,"Affirm Holdings, Inc.",AFRM,8.58,81.42,2025-08-28 0:00:00,3,2025-07-31 16:11:15,2025-08-29 0:00:00,77.02,0.1556,0.1113,0.0573,0.0818,77,1.78,90,6.2,4.42,1.59,6,2,,,,,,,,,,,,,,,,,,,,,,,,Affirm Holdings Inc,79.49,6.71,80.41,74.15,82.53,30.02,8391529,4722605,25643465361,,3.63,58.43202995,1.776885638,0.9781504065,18.48263527,6.999596177,6,79.76885638,79.49,79.49,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Build-A-Bear Workshop Inc,BBW,6.1,58.9,2025-08-28 0:00:00,1,2025-08-14 16:07:29,2025-09-19 0:00:00,55.71,0.1506,0.1094,0.07,0.1216,55,1,65,4.9,3.9,6.28,9,9,,,,,,,,,,,,,,,,,,,,,,,,"Build-A-Bear Workshop, Inc",56.59,3.81,57.91,54.57,59.78,27.44,318211,212160,747474110,13.59,0.72,47.51095251,1.499863311,1.78057554,10.22594468,2.890909091,27,94.99863311,56.59,56.59,TRUE,2025-08-23,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Dell Technologies,DELL,14.9,145.1,2025-08-28 0:00:00,3,2025-07-28 0:00:00,2025-08-29 0:00:00,138.86,0.1214,0.1073,0.0511,0.0564,138,0.8,160,7.9,7.1,4.03,12,4,,,,,,,,,,,,,,,,,,,,,,,,Dell Technologies Inc,130.84,2.38,132.05,128.12,147.66,66.25,3785951,4402805,88497766067,0,,38.04176615,0.8598952259,-5.380387619,-0.2895900015,1.54443151,6,52,130.84,130.84,FALSE,,2025-08-23 15:10:46,0
2025-08-15 16:44:03,Bull Spreads,Opera Limited,OPRA,1.5,16,2025-08-19 0:00:00,1,2025-08-05 16:24:23,2025-09-19 0:00:00,15.4,0.0708,0.0974,0.0649,0.2078,15,0.5,17.5,1.5,1,1.42,6,0,,,,,,,,,,,,,,,,,,,,,,,,Opera Ltd,16.04,0,16.58,16,22.5,12.83,765330,417581,1435792932,20.19,1,43.09764496,1.832770169,-1.715686275,-6.744186047,0,27,98.32770169,16.04,16.04,TRUE,2025-08-23,2025-08-23 15:10:46,0
