Run Date,Strategy,,company,ticker,price,strike,nextEPSDate,releaseTime,lastEPSTime,confirmDate,lastTrade,optionDate,score,openInterest,volume,bid,ask,expDate,epsImpact,avgEPSMove,avgVolume,Strike_Hit,Hit_Date,Max_Favorable,Min_Unfavorable,Day0_Check,Day1_Check,Day2_Check,Day3_Check,Day4_Check,Day5_Check,Exp_Result,Risk_Reward,Peak_Profit_Date,Hit_RSI,Hit_SMA20,Hit_SMA50,Hit_EMA9,Hit_EMA21,Hit_VWAP,Hit_RVOL,Hit_ATR,Hit_PriceVsSMA20,Hit_PriceVsVWAP,GF_Name,GF_Price,GF_ChangePct,GF_High,GF_Low,GF_High52,GF_Low52,GF_Volume,GF_AvgVol10,GF_MktCap,GF_PE,GF_Beta,HV_30D,RVOL_10,Ret_5D,Ret_20D,GapPct,Days_To_Exp,Success_Score,Historical_High,Historical_Low,Ever_Hit_Strike,First_Hit_Date,Last_Update,Total_Hit_Days
2025-08-22 19:44:55,Long Calls,,Li Auto Inc.,LI,1.27,23,2025-08-28 0:00:00,1,2025-05-29 4:30:00,2025-08-15 6:54:38,23.46,2025-08-21 0:00:00,4,14,11,1.29,1.34,2025-08-29 0:00:00,0.0944,0.1129,4472458.106,,,,,,,,,,,,,,,,,,,,,,,,Li Auto Inc,24.06,2.56,24.11,23.54,33.11,17.44,5053489,5207027,25575418532,22.66,0.94,46.19553589,0.9705133083,-0.5374121538,-18.66125761,2.03562341,6,72,24.06,24.06,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Dollar General Corporation,DG,5.25,112,2025-08-28 0:00:00,1,2025-06-03 6:50:00,2025-07-31 7:27:38,112.49,2025-08-21 0:00:00,5,25,21,5.05,5.35,2025-08-29 0:00:00,0.0885,0.1137,3304676.962,,,,,,,,,,,,,,,,,,,,,,,,Dollar General Corp,112.4,-0.06,113.75,111.37,125.42,66.43,2428681,2696133,24735924535,21.44,0.31,24.62605602,0.9008016296,-0.3281014454,4.499814057,0.2586745161,6,72,112.4,112.4,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Burlington Stores Inc,BURL,16.2,270,2025-08-28 0:00:00,1,2025-05-29 6:45:00,2025-08-14 16:15:51,275.59,2025-08-21 0:00:00,5,1,1,16.8,17.3,2025-09-05 0:00:00,0.0798,0.07,1096857.668,,,,,,,,,,,,,,,,,,,,,,,,Burlington Stores Inc,280.84,1.98,282.89,276.22,298.89,212.92,831499,1031109,17717254554,34.57,1.69,29.60664926,0.8064123192,0.2212547284,0.5117927061,0.6414621036,13,86,280.84,280.84,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Dell Technologies,DELL,6.9,127,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-18 19:50:29,127.83,2025-08-21 0:00:00,4,70,8,6.75,6.95,2025-08-29 0:00:00,0.1019,0.1214,5661345.216,,,,,,,,,,,,,,,,,,,,,,,,Dell Technologies Inc,130.84,2.38,132.05,128.12,147.66,66.25,3785951,4402805,88497766067,0,,38.04176615,0.8598952259,-5.380387619,-0.2895900015,1.54443151,6,72,130.84,130.84,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Affirm Holdings, Inc.",AFRM,5.75,74,2025-08-28 0:00:00,3,2025-05-08 16:05:00,2025-07-31 16:11:15,74.49,2025-08-21 0:00:00,4,439,352,5.7,5.8,2025-08-29 0:00:00,0.1477,0.1556,6339452.926,,,,,,,,,,,,,,,,,,,,,,,,Affirm Holdings Inc,79.49,6.71,80.41,74.15,82.53,30.02,8391529,4722605,25643465361,,3.63,58.43202995,1.776885638,0.9781504065,18.48263527,6.999596177,6,79.76885638,79.49,79.49,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Marvell Technology Group Ltd.,MRVL,4.35,71,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-04 9:21:44,71.21,2025-08-21 0:00:00,5,829,1243,4.35,4.45,2025-08-29 0:00:00,0.1208,0.1326,19014211.48,,,,,,,,,,,,,,,,,,,,,,,,Marvell Technology Inc,73,2.51,74.73,70.68,127.48,47.09,14435874,11843620,62940592700,,1.83,44.23751124,1.218873453,-4.186901168,-1.630508018,2.326885338,6,74.18873453,73,73,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,ULTA Beauty,ULTA,20.5,520,2025-08-28 0:00:00,3,2025-05-29 16:05:00,2025-08-15 9:16:19,520.18,2025-08-21 0:00:00,5,40,40,19.7,20.9,2025-08-29 0:00:00,0.083,0.0769,723682.3386,,,,,,,,,,,,,,,,,,,,,,,,Ulta Beauty Inc,529.5,1.79,534.09,526,534.1,309.01,624343,446845,23798700000,20.68,1.12,21.51503123,1.397224989,1.631477927,2.82551704,0.3163897467,6,75.97224989,529.5,529.5,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Academy Sports and Outdoors, Inc.",ASO,3.3,50,2025-09-02 0:00:00,1,2025-06-10 8:00:00,2025-08-21 8:55:57,51.6,2025-08-21 0:00:00,4,16,49,3.1,3.6,2025-09-05 0:00:00,0.0741,0.0386,1505517.682,,,,,,,,,,,,,,,,,,,,,,,,Academy Sports and Outdoors Inc,53.95,4.55,54.59,51.42,64.61,33.34,1098812,1205089,3586365684,9.95,1.3,41.93596839,0.9118098331,-0.1295816364,-2.757750541,3.75,13,86,53.95,53.95,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Dollar Tree, Inc.",DLTR,5.55,112,2025-09-03 0:00:00,1,2025-06-04 6:30:00,2025-08-13 16:10:06,112.59,2025-08-21 0:00:00,4,19,50,5.65,5.85,2025-09-05 0:00:00,0.0524,0.091,3812177.935,,,,,,,,,,,,,,,,,,,,,,,,Dollar Tree Inc,113.32,0.65,113.87,111.97,118.06,60.49,2223752,2484088,23649396660,,0.88,16.63154093,0.8951985598,-0.1497929333,-0.9527139236,0.389794472,13,86,113.32,113.32,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Hewlett Packard Enterprise,HPE,1.24,21.5,2025-09-03 0:00:00,3,2025-06-03 16:05:00,2025-08-13 8:29:28,21.82,2025-08-21 0:00:00,5,102,2342,1.21,1.26,2025-09-05 0:00:00,0.0637,0.0705,17828447.76,,,,,,,,,,,,,,,,,,,,,,,,Hewlett Packard Enterprise Co,22.45,2.84,22.69,21.84,24.66,11.97,18245308,15792920,29459227751,22.27,1.37,28.93447965,1.155284013,6.096408318,8.297153883,2.652034751,13,87.55284013,22.45,22.45,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Credo Technology Group Holding Ltd,CRDO,11.7,110,2025-09-03 0:00:00,3,2025-06-02 16:05:00,2025-08-13 9:17:53,110.86,2025-08-21 0:00:00,5,0,109,11.5,11.9,2025-09-12 0:00:00,0.0848,0.1987,4716331.085,,,,,,,,,,,,,,,,,,,,,,,,Credo Technology Group Holding Ltd,114.04,2.87,116.35,105.86,128.56,24.08,4815231,2358157,19574031029,395.9,2.59,66.88631831,2.041946741,-2.312831934,12.66548113,6.192382903,20,100,114.04,114.04,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Salesforce,CRM,11.8,245,2025-09-03 0:00:00,3,2025-05-28 16:02:00,2025-08-07 16:33:58,245.83,2025-08-21 0:00:00,5,339,42,11.65,11.9,2025-09-05 0:00:00,0.052,0.0697,7347998.936,,,,,,,,,,,,,,,,,,,,,,,,Salesforce Inc,248.29,0.98,249.53,244.11,369,226.48,6694286,10737994,237365233581,38.8,1.37,25.24509893,0.6234205383,2.412968157,-7.736613281,1.021238506,13,86,248.29,248.29,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Broadcom Inc.,AVGO,14.45,287.5,2025-09-04 0:00:00,3,2025-06-05 16:15:00,2025-08-04 8:05:55,289.6,2025-08-21 0:00:00,4,62,121,14.8,14.95,2025-09-05 0:00:00,0.0527,0.1128,20586631.31,,,,,,,,,,,,,,,,,,,,,,,,Broadcom Inc,294,1.52,300.09,289.01,317.35,134.91,16301330,12396384,1382820180000,110.5,0.95,29.22615877,1.31500686,-4.028203956,1.316424288,0.7712082262,13,89.1500686,294,294,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Samsara Inc. ,IOT,3.09,32,2025-09-04 0:00:00,3,2025-06-05 16:10:00,2025-08-04 16:33:40,32.84,2025-08-21 0:00:00,4,21,1,3.1,3.3,2025-09-12 0:00:00,0.1051,0.1087,4843186.929,,,,,,,,,,,,,,,,,,,,,,,,Samsara Inc,34.79,5.97,34.99,32.55,61.9,31.4,5980429,7183206,19807193003,,1.62,45.01864995,0.8325570783,3.75782881,-10.77199282,6.261453879,20,90,34.79,34.79,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"UiPath, Inc.",PATH,0.93,10.5,2025-09-04 0:00:00,3,2025-05-29 16:10:00,2025-08-07 16:39:24,10.89,2025-08-21 0:00:00,5,97,14,0.89,0.95,2025-09-05 0:00:00,0.0973,0.1108,11788368.77,,,,,,,,,,,,,,,,,,,,,,,,UiPath Inc,11.17,2.62,11.24,10.88,15.93,9.38,10224373,10109430,5976383436,,1.03,31.98955873,1.011369879,1.916058394,-8.29228243,2.1023766,13,86.11369879,11.17,11.17,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Planet Labs PBC ,PL,0.94,6,2025-09-08 0:00:00,1,2004-11-02 7:00:10,2025-08-07 9:40:58,6.48,2025-08-21 0:00:00,5,674,4,0.95,1.05,2025-09-19 0:00:00,,0.192,7567823.563,,,,,,,,,,,,,,,,,,,,,,,,Planet Labs PBC,6.8,5.1,6.84,6.37,7.72,1.76,5216290,4692769,2063329497,,1.8,47.80312539,1.111559082,0.2949852507,2.255639098,4.776579353,27,91.11559082,6.8,6.8,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"AeroVironment, Inc",AVAV,16.8,235,2025-09-08 0:00:00,3,2025-06-24 16:05:00,,235.07,2025-08-21 0:00:00,5,33,11,17.5,18.1,2025-09-19 0:00:00,,0.138,1110317.751,,,,,,,,,,,,,,,,,,,,,,,,"AeroVironment, Inc.",239.84,2.03,244.7,233.93,295.9,102.25,806357,898872,11975750000,154.91,0.99,34.64516454,0.8970765582,-2.760997365,-12.10788625,2.246664109,27,90,239.84,239.84,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"SailPoint, Inc.",SAIL,2.8,17.5,2025-09-09 0:00:00,1,2025-06-11 7:00:00,2025-08-12 9:34:18,19.51,2025-08-21 0:00:00,5,303,5,2.75,2.9,2025-09-19 0:00:00,,0.0792,,,,,,,,,,,,,,,,,,,,,,,,,Sailpoint Inc,20.5,5.07,20.5,19.49,26.35,15.05,1315238,3122242,11410072450,,,51.78727859,0.4212479366,0.1465559355,1.28458498,4.538500765,27,90,20.5,20.5,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Synopsys, Inc.",SNPS,37,580,2025-09-09 0:00:00,3,2025-05-28 16:05:00,2025-07-30 16:19:27,598.17,2025-08-21 0:00:00,4,131,1,35.7,39.7,2025-09-19 0:00:00,,0.0491,1511366.302,,,,,,,,,,,,,,,,,,,,,,,,Synopsys Inc,606.52,1.4,612.98,597.48,651.65,365.74,863358,956156,112232708538,43.79,1.15,33.74270246,0.9029467995,-1.843310514,0.826198986,1.026051036,27,90,606.52,606.52,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,"Dave & Buster's Entertainment, Inc.",PLAY,2.58,23,2025-09-10 0:00:00,3,2025-06-10 16:05:00,,23.98,2025-08-21 0:00:00,4,14,2,2.65,2.85,2025-09-19 0:00:00,,0.1076,1091718.111,,,,,,,,,,,,,,,,,,,,,,,,Dave & Buster's Entertainment Inc,25.34,5.67,25.55,23.96,43.73,15.08,887562,690977,876157000,25.04,2.14,65.77031574,1.284502957,-0.9382329945,-22.83800244,5.759599332,27,92.84502957,25.34,25.34,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Adobe Inc.,ADBE,19.76,352.5,2025-09-11 0:00:00,3,2025-06-12 16:05:00,2025-08-21 8:54:37,353.43,2025-08-21 0:00:00,4,22,11,20.2,21.25,2025-09-19 0:00:00,,0.1159,3804159.717,,,,,,,,,,,,,,,,,,,,,,,,Adobe Inc,362.09,2.45,362.65,354,587.75,330.04,3058636,4366242,153598540237,23.17,1.51,25.1135027,0.7005191192,2.040298718,-2.333171495,1.767847105,27,90,362.09,362.09,TRUE,2025-08-23,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Kroger Co.,KR,2.73,71,2025-09-12 0:00:00,1,2025-06-20 8:00:00,,71.42,2025-08-21 0:00:00,5,49,2,2.53,2.72,2025-09-12 0:00:00,,0.0559,7384505.927,,,,,,,,,,,,,,,,,,,,,,,,Kroger Co,69.56,-2.6,71.9,68.82,74.9,50.69,6983633,4588525,45989995833,18.91,0.59,24.41141255,1.52197776,-0.1865403932,-2.658830115,-2.590673575,20,75.2197776,69.56,69.56,FALSE,,2025-08-23 16:06:46,0
2025-08-22 19:44:55,Long Calls,,Oracle Corp.,ORCL,14.87,232.5,2025-09-15 0:00:00,3,2025-06-11 16:05:00,,233.16,2025-08-21 0:00:00,5,66,27,14.65,15,2025-09-19 0:00:00,,0.0993,11864953.7,,,,,,,,,,,,,,,,,,,,,,,,Oracle Corp,236.37,1.37,238.5,231.46,260.87,118.86,9343637,9012112,663923606125,54.44,1.43,33.33951918,1.036786605,-4.797003383,-3.569680157,0.9869264291,27,90.36786605,236.37,236.37,TRUE,2025-08-23,2025-08-23 16:06:46,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
